	Abiotrophia	Acetanaerobacterium	Acetatifactor	Acetitomaculum	Acidaminococcus	Acinetobacter	Actinomyces	Aeromonas	Aestuariispira	Akkermansia	Alistipes	Allisonella	Allobaculum	Alloprevotella	Alloscardovia	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroglobus	Anaerophaga	Anaerosporobacter	Anaerostipes	Anaerotruncus	Anaerovorax	Aquabacterium	Arcanobacterium	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Brevibacterium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Catabacter	Catenibacterium	Cerasicoccus	Christensenella	Citrobacter	Cloacibacillus	Clostridium_III	Clostridium_IV	Clostridium_XI	Clostridium_XVIII	Clostridium_XlVa	Clostridium_XlVb	Clostridium_sensu_stricto	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eisenbergiella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	EscherichiaShigella	Eubacterium	Faecalibacterium	Faecalicoccus	Faecalitalea	Finegoldia	Flavonifractor	Fretibacterium	Fusicatenibacter	Fusobacterium	Gemella	Gemmiger	Gordonibacter	Haemophilus	Helicobacter	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Kingella	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lactonifactor	Leptotrichia	Leuconostoc	Mannheimia	Massilia	Megamonas	Megasphaera	Methanobrevibacter	Methanomassiliicoccus	Methanosphaera	Mitsuokella	Mogibacterium	Morganella	Moryella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraeggerthella	Paraprevotella	Parasutterella	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionispira	Proteus	Providencia	Pseudobutyrivibrio	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Pyramidobacter	Romboutsia	Roseburia	Rothia	Ruminococcus	Ruminococcus2	Salmonella	Scardovia	Senegalimassilia	Slackia	Solobacterium	Sphaerochaeta	Sporobacter	Staphylococcus	Stomatobaculum	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Succiniclasticum	Succinivibrio	Sutterella	Terrisporobacter	Treponema	Turicibacter	Ureaplasma	Veillonella	Victivallis	Weissella	Yersinia	unclassified_Acetobacteraceae	unclassified_Acidaminococcaceae	unclassified_Aerococcaceae	unclassified_Alteromonadales	unclassified_Anaerolineaceae	unclassified_Anaeroplasmataceae	unclassified_Anaplasmataceae	unclassified_Bacillaceae	unclassified_Bacillales	unclassified_Bacteroidaceae	unclassified_Bacteroidales	unclassified_Bdellovibrionaceae	unclassified_Beijerinckiaceae	unclassified_Beutenbergiaceae	unclassified_Bifidobacteriaceae	unclassified_Blastocatella	unclassified_Bradymonadaceae	unclassified_Bryobacter	unclassified_Burkholderiales	unclassified_Candidatus	unclassified_Carnobacteriaceae	unclassified_Catabacteriaceae	unclassified_Chitinivibrionaceae	unclassified_Chloroplast	unclassified_Christensenellaceae	unclassified_Chromatiaceae	unclassified_Clostridiaceae	unclassified_Clostridiales	unclassified_Comamonadaceae	unclassified_Coriobacteriaceae	unclassified_Corynebacteriaceae	unclassified_Cryomorphaceae	unclassified_Cyclobacteriaceae	unclassified_Cytophagaceae	unclassified_Defluviitaleaceae	unclassified_Dehalococcoidaceae	unclassified_Desulfobacteraceae	unclassified_Desulfobulbaceae	unclassified_Desulfohalobiaceae	unclassified_Desulfomicrobiaceae	unclassified_Desulfovibrionaceae	unclassified_Ectothiorhodospiraceae	unclassified_Elioraea	unclassified_Enterobacteriaceae	unclassified_Enterococcaceae	unclassified_Erysipelotrichaceae	unclassified_Eubacteriaceae	unclassified_Ferroplasmaceae	unclassified_Ferrovaceae	unclassified_Flammeovirgaceae	unclassified_Flavobacteriaceae	unclassified_Fusobacteriaceae	unclassified_Geminicoccus	unclassified_Gracilibacteraceae	unclassified_Halanaerobiaceae	unclassified_Halobacteriaceae	unclassified_Halobacteroidaceae	unclassified_Halomonadaceae	unclassified_Haloplasmataceae	unclassified_Halothiobacillaceae	unclassified_Heliobacteriaceae	unclassified_Hyphomonadaceae	unclassified_Ignavibacteriaceae	unclassified_Kiloniellaceae	unclassified_Kofleriaceae	unclassified_Lachnospiraceae	unclassified_Lactobacillaceae	unclassified_Leptospiraceae	unclassified_Leptotrichiaceae	unclassified_Marinilabiliaceae	unclassified_Marinimicrobia	unclassified_Mariprofundaceae	unclassified_Methanobacteriaceae	unclassified_Methanomassiliicoccaceae	unclassified_Methanoregulaceae	unclassified_Methanosarcinaceae	unclassified_Methylococcaceae	unclassified_Microbacteriaceae	unclassified_Nannocystaceae	unclassified_Natranaerobiaceae	unclassified_Natranaerovirga	unclassified_Neisseriaceae	unclassified_Oceanospirillaceae	unclassified_Oleiphilaceae	unclassified_Oligoflexaceae	unclassified_Oligosphaeraceae	unclassified_Opitutaceae	unclassified_Oxalobacteraceae	unclassified_Pacearchaeota	unclassified_Paenibacillaceae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae	unclassified_Peptoniphilaceae	unclassified_Peptostreptococcaceae	unclassified_Petrotogaceae	unclassified_Planctomycetaceae	unclassified_Planococcaceae	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Prolixibacteraceae	unclassified_Proteinivoraceae	unclassified_Pseudobacteriovoracaceae	unclassified_Puniceicoccaceae	unclassified_Rhodobacteraceae	unclassified_Rhodobiaceae	unclassified_Rhodocyclaceae	unclassified_Rhodospirillaceae	unclassified_Rickettsiaceae	unclassified_Rikenellaceae	unclassified_Ruminococcaceae	unclassified_Saprospiraceae	unclassified_Simkaniaceae	unclassified_Sinobacteraceae	unclassified_Sphingobacteriaceae	unclassified_Spirochaetaceae	unclassified_Sporolactobacillaceae	unclassified_Staphylococcaceae	unclassified_Streptococcaceae	unclassified_Succinivibrionaceae	unclassified_Sulfolobaceae	unclassified_Sutterellaceae	unclassified_Synergistaceae	unclassified_Syntrophaceae	unclassified_Syntrophobacteraceae	unclassified_Syntrophomonadaceae	unclassified_Syntrophorhabdaceae	unclassified_Thermoactinomycetaceae	unclassified_Thermoanaerobacteraceae	unclassified_Thermodesulfobacteriaceae	unclassified_Thermoplasmatales	unclassified_Thermotogaceae	unclassified_Vallitalea	unclassified_Veillonellaceae	unclassified_Verrucomicrobiaceae	unclassified_Victivallaceae	unclassified_Vulgatibacteraceae	unclassified_Woesearchaeota	unclassified_Xanthomonadaceae
DC136	0	0	46266968.902469	0	46266968.902469	0	46266968.902469	0	0	1943212693.9037	18367986654.2802	0	0	0	0	0	0	0	0	0	0	2267081476.22098	0	0	0	0	46266968.902469	5690837175.00369	740271502.439505	231334844.512345	555203626.829628	2498416320.73333	0	0	46266968.902469	0	0	0	0	0	0	0	0	0	46266968.902469	0	5968438988.41851	0	46266968.902469	185067875.609876	46266968.902469	46266968.902469	46266968.902469	0	46266968.902469	4950565672.56419	46266968.902469	138800906.707407	879072409.146912	0	1341742098.1716	0	231334844.512345	0	0	0	0	138800906.707407	0	12954751292.6913	0	40205995976.2456	0	0	46266968.902469	46266968.902469	0	1943212693.9037	0	46266968.902469	0	0	46266968.902469	0	0	46266968.902469	46266968.902469	46266968.902469	0	0	0	0	0	0	138800906.707407	46266968.902469	0	0	0	0	0	0	46266968.902469	0	92533937.8049381	46266968.902469	0	0	46266968.902469	0	0	138800906.707407	0	0	416402720.122221	0	1295475129.26913	0	46266968.902469	231334844.512345	0	0	46266968.902469	46266968.902469	0	92533937.8049381	0	231334844.512345	0	0	0	0	0	0	0	0	46266968.902469	27066176807.9444	0	6801244428.66295	3284954792.0753	0	0	0	0	0	0	0	0	0	416402720.122221	0	0	0	0	46266968.902469	462669689.02469	0	0	277601813.414814	46266968.902469	46266968.902469	0	46266968.902469	0	0	46266968.902469	0	0	0	0	0	0	46266968.902469	46266968.902469	0	2220814507.31851	0	0	0	0	0	46266968.902469	0	0	0	0	0	0	0	0	46266968.902469	323868782.317283	0	416402720.122221	0	0	0	0	46266968.902469	0	0	0	0	0	0	92533937.8049381	0	31739140667.0938	0	277601813.414814	46266968.902469	0	0	0	0	0	0	185067875.609876	0	0	0	0	0	0	0	0	0	0	0	13232353106.1061	0	0	0	46266968.902469	0	0	0	46266968.902469	0	0	0	0	0	0	46266968.902469	0	0	0	0	0	0	0	0	0	46266968.902469	46266968.902469	0	46266968.902469	0	0	0	1249208160.36666	92533937.8049381	138800906.707407	0	0	46266968.902469	0	0	0	832805440.244443	0	0	20727602068.3061	0	0	0	46266968.902469	0	0	0	0	0	0	46266968.902469	46266968.902469	0	0	0	0	46266968.902469	46266968.902469	0	0	0	0	46266968.902469	0	0	0	0	0
DC137	0	0	0	0	0	0	92555002.1811155	0	0	231387505.452789	7728342682.12315	0	0	0	0	92555002.1811155	0	0	0	0	0	971827522.901713	0	0	0	0	0	1527157535.98841	0	185110004.362231	46277501.0905578	4812860113.41801	0	0	231387505.452789	0	0	0	0	0	46277501.0905578	0	0	0	0	0	786717518.539482	0	323942507.633904	185110004.362231	647885015.267809	0	1943655045.80343	0	0	1203215028.3545	0	46277501.0905578	46277501.0905578	0	231387505.452789	0	0	0	0	0	0	46277501.0905578	0	0	0	10088495237.7416	0	0	0	462775010.905578	0	5321912625.41414	92555002.1811155	0	46277501.0905578	0	0	0	0	185110004.362231	0	0	0	0	0	138832503.271673	0	0	138832503.271673	1342047531.62618	0	0	0	0	0	92555002.1811155	0	92555002.1811155	0	0	0	0	0	0	0	277665006.543347	0	0	555330013.086693	0	92555002.1811155	0	0	46277501.0905578	46277501.0905578	0	0	0	0	0	0	647885015.267809	0	0	0	0	92555002.1811155	0	0	0	0	21472760506.0188	0	4859137614.50857	3378257579.61072	0	0	0	0	0	0	0	0	0	462775010.905578	46277501.0905578	46277501.0905578	0	0	46277501.0905578	46277501.0905578	0	0	0	46277501.0905578	92555002.1811155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46277501.0905578	0	138832503.271673	92555002.1811155	0	462775010.905578	0	0	0	0	0	0	0	0	0	0	46277501.0905578	0	0	92555002.1811155	0	185110004.362231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13698140322.8051	46277501.0905578	0	0	46277501.0905578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46277501.0905578	0	92555002.1811155	0	0	0	0	0	0	92555002.1811155	46277501.0905578	323942507.633904	9162945215.93044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46277501.0905578	0	0	0	0	0
DC138	0	0	0	0	0	0	46296046.5802182	0	0	92592093.1604364	1064809071.34502	0	0	46296046.5802182	0	0	0	0	0	0	0	324072326.061527	0	0	0	0	0	7407367452.83491	277776279.481309	2824058841.39331	0	1574065583.72742	0	0	648144652.123055	0	0	46296046.5802182	0	0	0	0	0	0	0	0	370368372.641746	0	0	0	46296046.5802182	0	740736745.283491	0	46296046.5802182	555552558.962619	0	0	92592093.1604364	0	231480232.901091	0	0	0	0	0	0	92592093.1604364	0	0	0	15972136070.1753	46296046.5802182	46296046.5802182	0	46296046.5802182	0	185184186.320873	46296046.5802182	0	0	0	0	0	0	925920931.604364	0	0	0	0	185184186.320873	46296046.5802182	0	0	138888139.740655	0	0	0	0	0	0	0	0	0	46296046.5802182	0	0	0	0	0	0	0	185184186.320873	0	185184186.320873	0	231480232.901091	0	92592093.1604364	648144652.123055	0	0	0	0	0	46296046.5802182	0	138888139.740655	0	0	0	0	0	0	0	0	46296046.5802182	15323991418.0522	46296046.5802182	92592093.1604364	879624885.024146	0	0	92592093.1604364	0	0	0	0	0	0	138888139.740655	0	0	46296046.5802182	0	46296046.5802182	46296046.5802182	0	0	0	0	0	0	0	0	46296046.5802182	0	0	0	0	0	0	0	46296046.5802182	0	0	46296046.5802182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46296046.5802182	0	509256512.3824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324072326.061527	46296046.5802182	0	0	0	0	0	0	46296046.5802182	0	0	0	0	0	0	0	0	0	0	0	3518499540.09658	0	0	0	46296046.5802182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46296046.5802182	46296046.5802182	0	0	0	0	0	0	46296046.5802182	0	0	0	0	0	0	0	0	0	0	2268506282.43069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC139	0	0	0	0	6077851149.11011	0	0	0	0	0	92791620.597101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139187430.895651	0	3758060634.18259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1948624032.53912	0	0	0	0	0	0	0	0	92791620.597101	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46395810.2985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC14	0	0	0	0	46280137.3106219	0	185120549.242488	0	0	46280137.3106219	4535453456.44095	0	0	46280137.3106219	0	0	0	0	46280137.3106219	0	0	323960961.174354	0	0	0	0	0	12680757623.1104	46280137.3106219	2314006865.5311	46280137.3106219	3517290435.60727	0	0	277680823.863732	92560274.6212439	0	0	0	0	0	0	0	0	0	0	92560274.6212439	0	185120549.242488	1990045904.35674	277680823.863732	46280137.3106219	833042471.591195	0	0	0	0	0	138840411.931866	0	231400686.55311	46280137.3106219	46280137.3106219	0	0	0	0	0	0	323960961.174354	0	462801373.106219	0	0	0	0	0	46280137.3106219	4118932220.64535	0	138840411.931866	0	0	0	0	0	0	0	277680823.863732	0	0	0	0	0	46280137.3106219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46280137.3106219	0	0	0	0	0	46280137.3106219	0	0	0	0	0	46280137.3106219	0	92560274.6212439	0	0	0	0	0	0	0	0	0	2499127414.77358	46280137.3106219	46280137.3106219	1851205492.42488	0	46280137.3106219	0	0	0	0	0	0	46280137.3106219	1758645217.80363	0	0	0	0	0	601641785.038085	0	0	0	0	46280137.3106219	0	0	0	0	0	0	0	0	46280137.3106219	0	0	0	46280137.3106219	0	46280137.3106219	0	0	0	0	0	0	0	0	92560274.6212439	0	0	0	0	0	46280137.3106219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509081510.416841	0	277680823.863732	0	0	0	0	0	0	0	46280137.3106219	0	0	0	0	0	0	0	0	0	0	0	5090815104.16841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46280137.3106219	0	46280137.3106219	0	0	46280137.3106219	0	0	92560274.6212439	0	0	0	46280137.3106219	0	0	0	0	0	0	0	0	92560274.6212439	0	0	1619804805.87177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC141	0	0	0	0	0	0	0	0	0	509150017.270553	5461791094.35684	0	0	0	0	0	0	0	0	0	0	648009112.889794	0	0	46286365.2064139	0	0	7498391163.43905	1110872764.95393	138859095.619242	46286365.2064139	1018300034.54111	0	0	138859095.619242	0	0	0	0	0	0	0	0	0	0	0	1342304590.986	0	0	46286365.2064139	92572730.4128277	46286365.2064139	925727304.128277	0	0	1064586399.74752	0	0	138859095.619242	0	324004556.444897	0	0	0	0	0	46286365.2064139	0	0	0	0	13237900449.0344	0	0	0	46286365.2064139	0	462863652.064139	0	0	462863652.064139	185145460.825655	0	0	0	46286365.2064139	0	0	0	0	231431826.032069	0	0	0	185145460.825655	0	0	0	0	0	0	0	0	462863652.064139	0	46286365.2064139	0	138859095.619242	0	0	0	324004556.444897	46286365.2064139	0	694295478.096208	0	1018300034.54111	0	46286365.2064139	1851454608.25655	0	0	0	0	0	0	0	231431826.032069	0	0	0	0	0	0	0	92572730.4128277	0	13793336831.5113	0	2036600069.08221	786868208.509036	0	0	0	0	0	0	46286365.2064139	0	0	185145460.825655	0	0	0	0	0	92572730.4128277	0	0	46286365.2064139	0	46286365.2064139	0	0	0	0	0	0	0	0	0	0	0	46286365.2064139	925727304.128277	46286365.2064139	231431826.032069	0	0	0	0	0	0	0	0	0	46286365.2064139	0	0	416577286.857725	0	46286365.2064139	185145460.825655	0	231431826.032069	0	0	0	0	46286365.2064139	0	0	0	0	0	0	0	0	46286365.2064139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46286365.2064139	0	0	0	8701836658.80581	0	0	0	46286365.2064139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46286365.2064139	0	0	0	0	0	92572730.4128277	0	138859095.619242	0	0	0	0	0	0	92572730.4128277	0	0	12543604970.9382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46286365.2064139	46286365.2064139	0	0	0	0	0
DC142	0	0	0	0	46346197.3878641	0	0	0	0	1112308737.30874	1019616342.53301	0	0	0	0	0	0	0	0	0	0	2085578882.45388	0	0	0	0	0	556154368.654369	0	46346197.3878641	0	278077184.327184	0	0	46346197.3878641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278077184.327184	0	46346197.3878641	0	0	0	0	0	0	0	0	46346197.3878641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46346197.3878641	0	139038592.163592	0	0	46346197.3878641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92692394.7757281	0	0	0	0	0	0	0	92692394.7757281	0	324423381.715048	0	0	46346197.3878641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231730986.93932	0	0	0	0	278077184.327184	0	0	0	0	0	0	0	0	0	0	0	0	417115776.490776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019616342.53301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46346197.3878641	0	0	0	0	0	0	0	0	92692394.7757281	0	0	185384789.551456	0	0	0	0	0	0	0	0	0	0	231730986.93932	0	0	0	0	0	0	0	0	0	0	0	46346197.3878641	0	0	0	0	0
DC143	0	0	0	0	46288469.7525576	0	0	0	0	185153879.01023	138865409.257673	0	0	0	0	46288469.7525576	0	0	0	0	0	601750106.783249	0	0	46288469.7525576	0	0	5878635658.57482	46288469.7525576	462884697.525576	0	3008750533.91624	0	0	277730818.515346	46288469.7525576	0	0	0	0	0	0	0	0	0	0	185153879.01023	0	46288469.7525576	92576939.5051152	0	0	416596227.773018	0	0	324019288.267903	0	0	0	0	462884697.525576	0	0	0	0	0	0	0	0	0	0	2221846548.12277	0	46288469.7525576	0	92576939.5051152	0	324019288.267903	0	0	138865409.257673	0	0	0	0	46288469.7525576	0	0	0	0	46288469.7525576	0	0	0	46288469.7525576	0	0	0	0	0	0	0	0	46288469.7525576	0	0	0	0	0	0	0	0	46288469.7525576	0	185153879.01023	0	0	0	0	46288469.7525576	0	0	0	0	0	138865409.257673	0	46288469.7525576	0	0	0	0	0	0	0	0	0	8794809252.98594	0	138865409.257673	925769395.051152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46288469.7525576	0	0	0	0	46288469.7525576	0	0	0	46288469.7525576	0	0	0	0	0	0	0	0	46288469.7525576	0	92576939.5051152	0	0	0	0	0	0	0	0	0	0	0	0	0	92576939.5051152	0	46288469.7525576	0	0	0	0	0	0	0	46288469.7525576	0	0	0	0	0	0	0	0	0	0	0	4582558505.5032	46288469.7525576	0	0	46288469.7525576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92576939.5051152	0	185153879.01023	0	0	0	0	0	0	416596227.773018	0	0	1620096441.33952	0	0	0	46288469.7525576	0	0	0	0	0	0	277730818.515346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC144	0	0	0	0	1249806360.40277	0	46289124.4593619	0	0	0	138867373.378086	0	0	0	0	0	0	0	0	0	0	92578248.9187237	0	0	0	0	0	925782489.187237	46289124.4593619	370312995.674895	46289124.4593619	509180369.05298	0	0	92578248.9187237	46289124.4593619	0	0	0	0	0	0	0	0	0	0	46289124.4593619	0	46289124.4593619	0	0	0	92578248.9187237	0	0	138867373.378086	0	0	231445622.296809	0	277734746.756171	0	0	0	0	0	0	0	0	0	0	2592190969.72426	0	0	0	46289124.4593619	0	92578248.9187237	46289124.4593619	0	648047742.431066	0	0	0	0	138867373.378086	0	0	0	0	0	92578248.9187237	0	0	0	0	0	0	0	0	0	7082236042.28237	46289124.4593619	46289124.4593619	0	0	0	0	0	0	0	46289124.4593619	46289124.4593619	0	92578248.9187237	0	185156497.837447	0	0	46289124.4593619	0	0	0	0	0	46289124.4593619	0	12636930977.4058	0	0	0	0	0	0	0	0	46289124.4593619	1434962858.24022	0	2129299725.13065	416602120.134257	0	0	0	0	0	0	0	0	0	92578248.9187237	46289124.4593619	46289124.4593619	0	0	0	648047742.431066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46289124.4593619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231445622.296809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46289124.4593619	0	0	0	0	0	46289124.4593619	0	0	0	0	0	0	0	0	0	0	0	0	0	1758986729.45575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46289124.4593619	0	0	0	0	0	0	0	0	0	0	0	1805275853.91511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46289124.4593619	0	46289124.4593619	0	0	0
DC145	0	0	0	0	0	0	46475347.3331389	0	0	46475347.3331389	0	0	0	0	0	0	0	0	0	0	0	92950694.6662777	0	0	0	0	0	92950694.6662777	46475347.3331389	1719587851.32614	0	46475347.3331389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46475347.3331389	0	0	0	0	0	139426041.999417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139426041.999417	0	0	0	0	0	0	0	0	46475347.3331389	0	0	0	0	46475347.3331389	0	0	0	0	0	0	0	0	1301309725.32789	0	0	46475347.3331389	0	0	0	0	371802778.665111	0	0	0	0	0	0	0	46475347.3331389	0	46475347.3331389	0	0	0	0	0	0	92950694.6662777	0	0	0	0	0	46475347.3331389	0	1208359030.66161	0	0	0	0	0	0	0	0	0	92950694.6662777	0	46475347.3331389	0	0	0	92950694.6662777	0	0	0	0	0	0	557704167.997666	0	0	0	0	0	0	0	0	0	46475347.3331389	139426041.999417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46475347.3331389	0	0	0	0	0	0	0	0	0	0	46475347.3331389	0	0	46475347.3331389	0	46475347.3331389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46475347.3331389	0	0	92950694.6662777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC146	0	0	0	0	0	0	92572552.7063711	0	0	46286276.3531856	416576487.17867	0	0	0	0	0	0	0	0	0	0	462862763.531856	0	0	0	0	0	1712592225.06787	0	0	0	231431381.765928	0	0	46286276.3531856	0	0	0	0	0	0	0	0	0	0	0	462862763.531856	0	0	92572552.7063711	46286276.3531856	0	92572552.7063711	0	0	0	0	46286276.3531856	0	0	324003934.472299	0	0	0	0	0	0	0	0	0	0	3286325621.07617	92572552.7063711	0	0	0	0	555435316.238227	0	0	0	0	0	0	0	46286276.3531856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92572552.7063711	0	0	0	0	0	138858829.059557	0	0	0	324003934.472299	0	0	231431381.765928	0	0	0	0	0	46286276.3531856	0	9396114099.69667	0	0	0	0	0	0	0	0	46286276.3531856	7359517940.1565	0	2638317752.13158	694294145.297783	0	0	0	46286276.3531856	0	0	0	0	0	92572552.7063711	0	0	0	0	0	46286276.3531856	0	0	0	0	92572552.7063711	0	0	0	0	0	0	0	0	0	0	0	46286276.3531856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46286276.3531856	0	0	0	0	0	0	0	0	0	0	46286276.3531856	0	0	46286276.3531856	0	92572552.7063711	46286276.3531856	0	0	0	0	0	0	46286276.3531856	0	0	0	0	0	0	0	0	0	0	0	2036596159.54016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138858829.059557	0	0	0	0	0	0	231431381.765928	0	46286276.3531856	0	0	0	0	0	0	0	0	0	3286325621.07617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
